,employee_id,department,gender,job_level,performance_rating,engagement,salary_thousands,tenure_years,age_years,promotion_indicator,record_start_date,record_end_date,termination_indicator,termination_date
3272,3272,Technology,Male,Individual Contributor,4.0,4.0,78,7,36,0,2018-01-01,2018-12-31,0,
3273,3273,Technology,Male,Individual Contributor,4.0,2.0,97,14,37,0,2018-01-01,2018-12-31,0,
3274,3274,Technology,Male,Manager,3.0,4.0,184,5,32,0,2018-01-01,2018-12-31,0,
3275,3275,Technology,Male,Individual Contributor,3.0,3.0,186,13,35,0,2018-01-01,2018-12-31,0,
3276,3276,Technology,Male,Senior Leader,4.0,4.0,650,10,35,0,2018-01-01,2018-12-31,0,
3277,3277,Account/Client Management,Female,Individual Contributor,5.0,4.0,169,3,27,0,2018-01-01,2018-12-31,0,
3278,3278,Account/Client Management,Male,Manager,2.0,3.0,152,13,40,0,2018-01-01,2018-12-31,0,
3279,3279,Technology,Male,Individual Contributor,2.0,1.0,104,35,22,0,2018-01-01,2018-12-31,0,
3280,3280,Technology,Male,Individual Contributor,5.0,5.0,78,55,37,0,2018-01-01,2018-12-31,0,
3281,3281,Technology,Male,Individual Contributor,3.0,1.0,65,14,32,0,2018-01-01,2018-02-28,1,2018-02-28 00:00:00
3282,3282,Technology,Male,Manager,4.0,5.0,217,9,34,0,2018-01-01,2018-12-31,0,
3283,3283,Technology,Male,Manager,4.0,4.0,158,9,31,0,2018-01-01,2018-12-31,0,
3284,3284,Technology,Female,Manager,4.0,5.0,328,18,34,0,2018-01-01,2018-12-31,0,
3285,3285,Technology,Male,Individual Contributor,4.0,1.0,173,20,48,0,2018-01-01,2018-07-02,1,2018-07-02 00:00:00
3286,3286,Technology,Male,Individual Contributor,3.0,4.0,166,4,32,0,2018-01-01,2018-12-31,0,
3287,3287,Technology,Male,Individual Contributor,4.0,3.0,180,1,24,0,2018-01-01,2018-01-05,1,2018-01-05 00:00:00
3288,3288,Account/Client Management,Male,Manager,3.0,2.0,327,19,45,0,2018-01-01,2018-08-22,1,2018-08-22 00:00:00
3289,3289,Technology,Female,Individual Contributor,3.0,1.0,63,27,27,0,2018-01-01,2018-12-31,0,
3290,3290,Account/Client Management,Female,Senior Leader,3.0,3.0,969,12,38,0,2018-01-01,2018-12-31,0,
3291,3291,Account/Client Management,Male,Senior Leader,4.0,2.0,712,14,27,0,2018-01-01,2018-12-31,0,
3292,3292,Technology,Female,Senior Leader,5.0,4.0,618,8,34,0,2018-01-01,2018-12-31,0,
3293,3293,Account/Client Management,Female,Individual Contributor,4.0,2.0,140,4,22,0,2018-01-01,2018-12-31,0,
3294,3294,Account/Client Management,Male,Manager,5.0,3.0,160,4,25,0,2018-01-01,2018-12-31,0,
3295,3295,"Corporate Admin (HR, Finance, etc)",Female,Manager,5.0,4.0,151,27,51,0,2018-01-01,2018-07-23,1,2018-07-23 00:00:00
3296,3296,Account/Client Management,Male,Executive,4.0,5.0,949,3,27,0,2018-01-01,2018-12-31,0,
3297,3297,Account/Client Management,Male,Individual Contributor,3.0,3.0,63,5,22,0,2018-01-01,2018-12-31,0,
3298,3298,Technology,Female,Individual Contributor,3.0,3.0,96,33,43,0,2018-01-01,2018-12-31,0,
3299,3299,Technology,Male,Individual Contributor,2.0,1.0,71,27,52,0,2018-01-01,2018-06-20,1,2018-06-20 00:00:00
3300,3300,Technology,Male,Manager,3.0,4.0,238,24,32,0,2018-01-01,2018-12-31,0,
3301,3301,Technology,Male,Individual Contributor,2.0,2.0,89,1,22,0,2018-01-01,2018-12-31,0,
3302,3302,Account/Client Management,Female,Individual Contributor,3.0,2.0,124,7,34,0,2018-01-01,2018-12-31,0,
3303,3303,Technology,Male,Senior Leader,4.0,5.0,1127,4,33,0,2018-01-01,2018-02-25,1,2018-02-25 00:00:00
3304,3304,Technology,Male,Manager,3.0,4.0,306,28,37,0,2018-01-01,2018-12-31,0,
3305,3305,Technology,Female,Individual Contributor,3.0,1.0,105,42,45,0,2018-01-01,2018-12-31,0,
3306,3306,Technology,Male,Individual Contributor,4.0,5.0,192,50,60,0,2018-01-01,2018-12-31,0,
3307,3307,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,4.0,3.0,726,30,41,0,2018-01-01,2018-12-31,0,
3308,3308,Technology,Male,Individual Contributor,5.0,3.0,160,41,57,0,2018-01-01,2018-11-10,1,2018-11-10 00:00:00
3309,3309,Technology,Male,Individual Contributor,4.0,2.0,105,3,27,0,2018-01-01,2018-12-31,0,
3310,3310,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,4.0,5.0,497,4,33,0,2018-01-01,2018-12-31,0,
3311,3311,Account/Client Management,Female,Manager,3.0,4.0,267,13,39,0,2018-01-01,2018-12-31,0,
3312,3312,Account/Client Management,Male,Senior Leader,5.0,5.0,619,17,28,1,2018-01-01,2018-12-31,0,
3313,3313,Account/Client Management,Male,Executive,5.0,4.0,11296,4,33,0,2018-01-01,2018-12-31,0,
3314,3314,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,1.0,151,8,30,0,2018-01-01,2018-08-12,1,2018-08-12 00:00:00
3315,3315,Technology,Male,Manager,5.0,1.0,227,5,28,1,2018-01-01,2018-12-31,0,
3316,3316,Technology,Male,Manager,5.0,2.0,369,27,49,0,2018-01-01,2018-11-15,1,2018-11-15 00:00:00
3317,3317,Account/Client Management,Female,Individual Contributor,4.0,2.0,176,7,32,0,2018-01-01,2018-12-16,1,2018-12-16 00:00:00
3318,3318,Technology,Female,Individual Contributor,3.0,4.0,125,11,33,0,2018-01-01,2018-12-31,0,
3319,3319,Technology,Male,Individual Contributor,4.0,2.0,183,9,26,0,2018-01-01,2018-12-31,0,
3320,3320,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4.0,5.0,192,4,30,0,2018-01-01,2018-12-31,0,
3321,3321,Account/Client Management,Female,Individual Contributor,4.0,3.0,83,6,33,0,2018-01-01,2018-12-31,0,
3322,3322,Technology,Male,Individual Contributor,3.0,1.0,196,44,42,0,2018-01-01,2018-12-31,0,
3323,3323,Account/Client Management,Male,Individual Contributor,4.0,4.0,127,6,34,0,2018-01-01,2018-12-31,0,
3324,3324,Account/Client Management,Female,Manager,5.0,1.0,157,19,40,0,2018-01-01,2018-08-22,1,2018-08-22 00:00:00
3325,3325,Technology,Female,Manager,1.0,5.0,156,5,32,0,2018-01-01,2018-12-31,0,
3326,3326,Technology,Male,Individual Contributor,3.0,2.0,74,3,28,0,2018-01-01,2018-12-31,0,
3327,3327,Technology,Male,Executive,5.0,3.0,3292,8,29,0,2018-01-01,2018-12-31,0,
3328,3328,Technology,Female,Individual Contributor,2.0,2.0,131,31,37,0,2018-01-01,2018-09-18,1,2018-09-18 00:00:00
3329,3329,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,5.0,1.0,68,33,41,0,2018-01-01,2018-05-05,1,2018-05-05 00:00:00
3330,3330,Technology,Female,Individual Contributor,3.0,2.0,74,38,27,0,2018-01-01,2018-12-31,0,
3331,3331,Technology,Male,Individual Contributor,3.0,1.0,160,2,23,0,2018-01-01,2018-04-17,1,2018-04-17 00:00:00
3332,3332,Technology,Female,Manager,5.0,3.0,332,2,23,1,2018-01-01,2018-12-31,0,
3333,3333,Account/Client Management,Female,Manager,1.0,1.0,325,18,32,0,2018-01-01,2018-12-31,0,
3334,3334,Technology,Female,Manager,4.0,2.0,262,3,27,1,2018-01-01,2018-12-31,0,
3335,3335,Technology,Female,Individual Contributor,4.0,2.0,88,18,24,0,2018-01-01,2018-12-31,0,
3336,3336,Account/Client Management,Male,Senior Leader,4.0,5.0,731,14,36,0,2018-01-01,2018-12-31,0,
3337,3337,Account/Client Management,Male,Senior Leader,2.0,3.0,860,16,33,0,2018-01-01,2018-11-20,1,2018-11-20 00:00:00
3338,3338,Account/Client Management,Female,Manager,5.0,5.0,298,21,30,0,2018-01-01,2018-12-31,0,
3339,3339,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4.0,1.0,180,48,28,0,2018-01-01,2018-12-26,1,2018-12-26 00:00:00
3340,3340,Technology,Male,Manager,2.0,3.0,191,24,48,0,2018-01-01,2018-12-31,0,
3341,3341,Account/Client Management,Male,Individual Contributor,4.0,5.0,146,4,28,0,2018-01-01,2018-12-31,0,
3342,3342,Technology,Female,Individual Contributor,3.0,5.0,96,42,42,0,2018-01-01,2018-12-31,0,
3343,3343,Technology,Female,Manager,4.0,1.0,163,1,22,0,2018-01-01,2018-12-31,0,
3344,3344,Technology,Male,Manager,5.0,3.0,275,25,48,0,2018-01-01,2018-12-31,0,
3345,3345,Technology,Male,Manager,4.0,5.0,136,13,35,0,2018-01-01,2018-12-31,0,
3346,3346,Account/Client Management,Male,Individual Contributor,4.0,5.0,148,7,34,0,2018-01-01,2018-12-31,0,
3347,3347,Account/Client Management,Male,Senior Leader,4.0,3.0,994,2,26,0,2018-01-01,2018-12-31,0,
3348,3348,Technology,Female,Manager,3.0,5.0,401,5,31,0,2018-01-01,2018-12-31,0,
3349,3349,Technology,Male,Individual Contributor,5.0,1.0,129,33,26,0,2018-01-01,2018-12-31,0,
3350,3350,Technology,Male,Individual Contributor,4.0,1.0,43,47,24,0,2018-01-01,2018-12-31,0,
3351,3351,Technology,Male,Individual Contributor,4.0,2.0,154,14,42,0,2018-01-01,2018-03-05,1,2018-03-05 00:00:00
3352,3352,Account/Client Management,Male,Individual Contributor,3.0,3.0,129,9,26,0,2018-01-01,2018-12-31,0,
3353,3353,Technology,Male,Manager,4.0,3.0,213,15,44,0,2018-01-01,2018-12-31,0,
3354,3354,Technology,Female,Senior Leader,4.0,2.0,919,26,26,0,2018-01-01,2018-12-31,0,
3355,3355,Account/Client Management,Female,Executive,5.0,4.0,8073,3,29,0,2018-01-01,2018-12-31,0,
3356,3356,Account/Client Management,Female,Senior Leader,2.0,3.0,579,19,41,0,2018-01-01,2018-12-31,0,
3357,3357,Account/Client Management,Female,Individual Contributor,5.0,3.0,147,23,25,0,2018-01-01,2018-12-31,0,
3358,3358,Account/Client Management,Female,Manager,2.0,4.0,120,17,31,0,2018-01-01,2018-12-31,0,
3359,3359,Technology,Male,Individual Contributor,4.0,4.0,88,46,62,0,2018-01-01,2018-12-31,0,
3360,3360,Technology,Male,Individual Contributor,4.0,5.0,193,4,27,0,2018-01-01,2018-12-31,0,
3361,3361,Technology,Female,Individual Contributor,3.0,4.0,133,42,60,0,2018-01-01,2018-12-31,0,
3362,3362,Technology,Female,Manager,3.0,5.0,209,14,40,0,2018-01-01,2018-12-31,0,
3363,3363,Account/Client Management,Female,Manager,3.0,5.0,151,24,53,0,2018-01-01,2018-12-31,0,
3364,3364,Account/Client Management,Male,Individual Contributor,2.0,3.0,59,57,33,0,2018-01-01,2018-12-31,0,
3365,3365,Account/Client Management,Female,Manager,3.0,5.0,399,20,34,0,2018-01-01,2018-12-31,0,
3366,3366,Account/Client Management,Male,Individual Contributor,4.0,2.0,174,3,24,0,2018-01-01,2018-12-31,0,
3367,3367,Account/Client Management,Male,Individual Contributor,4.0,4.0,150,5,28,0,2018-01-01,2018-12-31,0,
3368,3368,Account/Client Management,Female,Manager,3.0,3.0,300,5,23,0,2018-01-01,2018-12-31,0,
3369,3369,Account/Client Management,Female,Manager,3.0,2.0,239,8,29,0,2018-01-01,2018-12-31,0,
3370,3370,Technology,Male,Individual Contributor,2.0,4.0,74,26,24,0,2018-01-01,2018-12-31,0,
3371,3371,Technology,Male,Manager,4.0,2.0,302,25,50,0,2018-01-01,2018-12-31,0,
3372,3372,Technology,Male,Individual Contributor,4.0,1.0,122,8,33,0,2018-01-01,2018-12-31,0,
3373,3373,Technology,Female,Individual Contributor,3.0,4.0,119,59,58,0,2018-01-01,2018-12-31,0,
3374,3374,Technology,Male,Manager,4.0,2.0,319,1,24,0,2018-01-01,2018-01-25,1,2018-01-25 00:00:00
3375,3375,Account/Client Management,Female,Individual Contributor,5.0,2.0,165,20,42,0,2018-01-01,2018-12-31,0,
3376,3376,Technology,Male,Manager,4.0,3.0,287,13,28,0,2018-01-01,2018-07-18,1,2018-07-18 00:00:00
3377,3377,Technology,Male,Individual Contributor,3.0,3.0,163,39,32,0,2018-01-01,2018-12-31,0,
3378,3378,Account/Client Management,Male,Manager,4.0,3.0,308,17,45,0,2018-01-01,2018-12-31,0,
3379,3379,Technology,Male,Manager,3.0,5.0,307,2,31,0,2018-01-01,2018-06-20,1,2018-06-20 00:00:00
3380,3380,Technology,Male,Senior Leader,5.0,4.0,1293,37,35,0,2018-01-01,2018-12-31,0,
3381,3381,Technology,Female,Manager,5.0,4.0,293,1,22,0,2018-01-01,2018-12-31,0,
3382,3382,Technology,Male,Individual Contributor,1.0,5.0,160,14,21,0,2018-01-01,2018-12-31,0,
3383,3383,Technology,Female,Manager,3.0,4.0,446,6,23,0,2018-01-01,2018-12-31,0,
3384,3384,Technology,Male,Individual Contributor,3.0,1.0,186,11,27,0,2018-01-01,2018-12-31,0,
3385,3385,Account/Client Management,Female,Senior Leader,5.0,5.0,623,12,34,0,2018-01-01,2018-12-31,0,
3386,3386,Account/Client Management,Male,Individual Contributor,4.0,3.0,129,52,38,0,2018-01-01,2018-12-31,0,
3387,3387,Technology,Male,Manager,1.0,4.0,229,2,29,0,2018-01-01,2018-07-17,1,2018-07-17 00:00:00
3388,3388,"Corporate Admin (HR, Finance, etc)",Female,Manager,5.0,5.0,271,7,29,0,2018-01-01,2018-12-31,0,
3389,3389,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,2.0,157,4,27,0,2018-01-01,2018-05-16,1,2018-05-16 00:00:00
3390,3390,Technology,Female,Individual Contributor,1.0,5.0,177,1,28,0,2018-01-01,2018-09-18,1,2018-09-18 00:00:00
3391,3391,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,2.0,345,6,29,0,2018-01-01,2018-03-04,1,2018-03-04 00:00:00
3392,3392,Account/Client Management,Male,Individual Contributor,4.0,2.0,100,27,52,1,2018-01-01,2018-12-31,0,
3393,3393,Account/Client Management,Male,Executive,4.0,4.0,6306,20,28,0,2018-01-01,2018-12-31,0,
3394,3394,Account/Client Management,Female,Individual Contributor,4.0,1.0,194,8,33,1,2018-01-01,2018-12-31,0,
3395,3395,Account/Client Management,Female,Manager,4.0,4.0,240,28,49,0,2018-01-01,2018-12-31,0,
3396,3396,Account/Client Management,Female,Senior Leader,5.0,2.0,787,9,33,1,2018-01-01,2018-12-31,0,
3397,3397,Technology,Male,Individual Contributor,5.0,5.0,83,6,24,1,2018-01-01,2018-12-31,0,
3398,3398,Account/Client Management,Female,Individual Contributor,4.0,3.0,54,32,30,1,2018-01-01,2018-12-31,0,
3399,3399,Account/Client Management,Female,Manager,5.0,2.0,139,2,30,0,2018-01-01,2018-09-17,1,2018-09-17 00:00:00
3400,3400,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4.0,2.0,109,41,54,0,2018-01-01,2018-11-18,1,2018-11-18 00:00:00
3401,3401,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3.0,2.0,182,1,24,0,2018-01-01,2018-12-31,0,
3402,3402,Account/Client Management,Female,Manager,5.0,2.0,294,9,35,0,2018-01-01,2018-07-17,1,2018-07-17 00:00:00
3403,3403,Technology,Male,Individual Contributor,4.0,3.0,113,4,28,0,2018-01-01,2018-12-31,0,
3404,3404,Technology,Male,Individual Contributor,3.0,1.0,137,5,29,0,2018-01-01,2018-12-31,0,
3405,3405,Technology,Male,Executive,3.0,5.0,10743,2,30,0,2018-01-01,2018-12-31,0,
3406,3406,Technology,Female,Individual Contributor,3.0,1.0,196,7,30,0,2018-01-01,2018-12-31,0,
3407,3407,Account/Client Management,Female,Individual Contributor,3.0,3.0,48,46,37,0,2018-01-01,2018-12-31,0,
3408,3408,Account/Client Management,Female,Individual Contributor,3.0,5.0,161,52,52,0,2018-01-01,2018-12-31,0,
3409,3409,Account/Client Management,Female,Manager,4.0,4.0,332,1,26,0,2018-01-01,2018-12-31,0,
3410,3410,Technology,Male,Individual Contributor,3.0,1.0,161,12,39,0,2018-01-01,2018-05-20,1,2018-05-20 00:00:00
3411,3411,Technology,Female,Executive,4.0,4.0,2696,8,37,0,2018-01-01,2018-12-31,0,
3412,3412,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,1.0,110,24,22,0,2018-01-01,2018-12-31,0,
3413,3413,Technology,Female,Individual Contributor,4.0,3.0,167,35,40,0,2018-01-01,2018-12-31,0,
3414,3414,Technology,Female,Individual Contributor,4.0,1.0,130,10,39,0,2018-01-01,2018-12-31,0,
3415,3415,Technology,Female,Individual Contributor,4.0,2.0,52,30,51,0,2018-01-01,2018-03-10,1,2018-03-10 00:00:00
3416,3416,Technology,Female,Senior Leader,4.0,4.0,716,28,46,0,2018-01-01,2018-12-31,0,
3417,3417,"Corporate Admin (HR, Finance, etc)",Male,Manager,5.0,2.0,172,4,25,0,2018-01-01,2018-10-26,1,2018-10-26 00:00:00
3418,3418,Technology,Male,Individual Contributor,2.0,2.0,48,2,30,0,2018-01-01,2018-06-01,1,2018-06-01 00:00:00
3419,3419,Technology,Male,Manager,2.0,1.0,396,12,37,0,2018-01-01,2018-02-06,1,2018-02-06 00:00:00
3420,3420,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,2.0,5.0,129,3,26,0,2018-01-01,2018-12-31,0,
3421,3421,Technology,Female,Manager,3.0,5.0,338,2,31,0,2018-01-01,2018-12-31,0,
3422,3422,Technology,Male,Executive,3.0,3.0,380,5,22,0,2018-01-01,2018-12-31,0,
3423,3423,Technology,Male,Individual Contributor,4.0,4.0,161,5,29,0,2018-01-01,2018-12-31,0,
3424,3424,Technology,Male,Executive,4.0,4.0,1732,34,44,0,2018-01-01,2018-12-31,0,
3425,3425,Technology,Female,Individual Contributor,2.0,3.0,190,42,30,0,2018-01-01,2018-12-31,0,
3426,3426,Technology,Female,Manager,4.0,5.0,302,2,25,0,2018-01-01,2018-12-31,0,
3427,3427,Account/Client Management,Female,Individual Contributor,3.0,2.0,84,11,39,0,2018-01-01,2018-12-31,0,
3428,3428,Account/Client Management,Female,Senior Leader,5.0,4.0,692,6,31,0,2018-01-01,2018-12-31,0,
3429,3429,Technology,Male,Individual Contributor,3.0,2.0,91,7,34,0,2018-01-01,2018-12-31,0,
3430,3430,Technology,Female,Individual Contributor,3.0,1.0,45,48,38,0,2018-01-01,2018-12-31,0,
3431,3431,Technology,Female,Individual Contributor,3.0,1.0,144,4,23,0,2018-01-01,2018-12-31,0,
3432,3432,Technology,Male,Individual Contributor,3.0,1.0,183,48,36,0,2018-01-01,2018-12-31,0,
3433,3433,Technology,Male,Individual Contributor,3.0,3.0,124,55,35,0,2018-01-01,2018-12-31,0,
3434,3434,Technology,Male,Individual Contributor,5.0,2.0,116,8,31,1,2018-01-01,2018-12-31,0,
3435,3435,Technology,Female,Manager,1.0,4.0,294,13,30,0,2018-01-01,2018-12-31,0,
3436,3436,Technology,Male,Individual Contributor,5.0,5.0,79,46,51,0,2018-01-01,2018-12-31,0,
3437,3437,Technology,Male,Individual Contributor,3.0,3.0,59,31,30,0,2018-01-01,2018-12-31,0,
3438,3438,Account/Client Management,Male,Individual Contributor,4.0,2.0,186,14,42,0,2018-01-01,2018-11-07,1,2018-11-07 00:00:00
3439,3439,Technology,Male,Manager,5.0,5.0,410,20,43,0,2018-01-01,2018-12-31,0,
3440,3440,"Corporate Admin (HR, Finance, etc)",Female,Manager,1.0,5.0,216,5,25,0,2018-01-01,2018-12-31,0,
3441,3441,Account/Client Management,Male,Senior Leader,4.0,4.0,905,10,34,0,2018-01-01,2018-12-31,0,
3442,3442,Account/Client Management,Female,Individual Contributor,5.0,2.0,89,42,59,0,2018-01-01,2018-12-31,0,
3443,3443,Account/Client Management,Male,Senior Leader,4.0,3.0,795,15,28,0,2018-01-01,2018-12-31,0,
3444,3444,Technology,Male,Manager,3.0,1.0,116,7,28,0,2018-01-01,2018-12-31,0,
3445,3445,Account/Client Management,Male,Individual Contributor,2.0,2.0,93,5,33,0,2018-01-01,2018-02-10,1,2018-02-10 00:00:00
3446,3446,Technology,Male,Manager,4.0,3.0,200,15,37,0,2018-01-01,2018-12-31,0,
3447,3447,Technology,Female,Individual Contributor,5.0,4.0,96,4,30,0,2018-01-01,2018-12-31,0,
3448,3448,Technology,Female,Senior Leader,4.0,4.0,671,37,57,0,2018-01-01,2018-12-31,0,
3449,3449,Account/Client Management,Female,Manager,4.0,4.0,149,9,21,1,2018-01-01,2018-12-31,0,
3450,3450,Account/Client Management,Female,Senior Leader,3.0,4.0,843,32,61,0,2018-01-01,2018-12-31,0,
3451,3451,Technology,Female,Manager,4.0,1.0,304,27,51,0,2018-01-01,2018-12-31,0,
3452,3452,Technology,Female,Individual Contributor,4.0,1.0,104,34,42,0,2018-01-01,2018-04-09,1,2018-04-09 00:00:00
3453,3453,Technology,Female,Individual Contributor,2.0,1.0,180,52,41,0,2018-01-01,2018-12-31,0,
3454,3454,Technology,Male,Individual Contributor,4.0,3.0,94,43,51,0,2018-01-01,2018-12-31,0,
3455,3455,Account/Client Management,Female,Individual Contributor,4.0,2.0,103,35,55,0,2018-01-01,2018-07-03,1,2018-07-03 00:00:00
3456,3456,Technology,Male,Individual Contributor,1.0,2.0,96,51,35,0,2018-01-01,2018-07-17,1,2018-07-17 00:00:00
3457,3457,Technology,Male,Individual Contributor,3.0,3.0,102,5,33,0,2018-01-01,2018-02-20,1,2018-02-20 00:00:00
3458,3458,Technology,Female,Senior Leader,4.0,2.0,491,39,32,0,2018-01-01,2018-12-31,0,
3459,3459,Account/Client Management,Female,Individual Contributor,1.0,2.0,108,11,39,0,2018-01-01,2018-09-24,1,2018-09-24 00:00:00
3460,3460,Technology,Male,Executive,5.0,4.0,2271,9,33,0,2018-01-01,2018-12-31,0,
3461,3461,Technology,Male,Executive,5.0,5.0,6939,3,30,0,2018-01-01,2018-09-23,1,2018-09-23 00:00:00
3462,3462,Technology,Male,Individual Contributor,3.0,1.0,192,9,24,0,2018-01-01,2018-12-31,0,
3463,3463,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3.0,2.0,149,47,52,0,2018-01-01,2018-12-31,0,
3464,3464,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,1.0,280,18,47,0,2018-01-01,2018-12-31,0,
3465,3465,Account/Client Management,Female,Individual Contributor,5.0,3.0,70,38,40,0,2018-01-01,2018-02-03,1,2018-02-03 00:00:00
3466,3466,Technology,Male,Individual Contributor,3.0,5.0,109,3,26,0,2018-01-01,2018-12-31,0,
3467,3467,Technology,Male,Individual Contributor,3.0,4.0,148,57,49,0,2018-01-01,2018-12-31,0,
3468,3468,Technology,Female,Individual Contributor,4.0,1.0,176,1,30,1,2018-01-01,2018-12-31,0,
3469,3469,Account/Client Management,Male,Senior Leader,3.0,5.0,921,10,36,0,2018-01-01,2018-12-31,0,
3470,3470,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3.0,1.0,102,11,21,0,2018-01-01,2018-12-31,0,
3471,3471,Technology,Male,Senior Leader,5.0,4.0,954,18,46,0,2018-01-01,2018-07-19,1,2018-07-19 00:00:00
3472,3472,Technology,Male,Individual Contributor,3.0,1.0,133,2,23,0,2018-01-01,2018-12-31,0,
3473,3473,Account/Client Management,Male,Manager,5.0,1.0,323,9,37,0,2018-01-01,2018-12-31,0,
3474,3474,Technology,Male,Individual Contributor,4.0,3.0,157,13,38,0,2018-01-01,2018-12-31,0,
3475,3475,Technology,Male,Individual Contributor,2.0,5.0,44,7,30,0,2018-01-01,2018-12-31,0,
3476,3476,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,5.0,4.0,159,6,31,0,2018-01-01,2018-12-31,0,
3477,3477,Technology,Female,Individual Contributor,4.0,1.0,91,10,31,0,2018-01-01,2018-09-15,1,2018-09-15 00:00:00
3478,3478,Technology,Female,Senior Leader,4.0,4.0,483,31,28,0,2018-01-01,2018-12-31,0,
3479,3479,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,2.0,5.0,87,4,27,0,2018-01-01,2018-12-07,1,2018-12-07 00:00:00
3480,3480,Account/Client Management,Male,Individual Contributor,4.0,1.0,155,54,47,0,2018-01-01,2018-12-31,0,
3481,3481,Technology,Female,Manager,4.0,5.0,433,9,33,0,2018-01-01,2018-12-31,0,
3482,3482,"Corporate Admin (HR, Finance, etc)",Female,Manager,3.0,4.0,374,6,32,0,2018-01-01,2018-12-31,0,
3483,3483,Technology,Male,Individual Contributor,3.0,2.0,193,12,26,0,2018-01-01,2018-12-26,1,2018-12-26 00:00:00
3484,3484,Account/Client Management,Male,Individual Contributor,4.0,2.0,165,6,35,1,2018-01-01,2018-12-31,0,
3485,3485,Technology,Female,Individual Contributor,4.0,2.0,181,12,40,0,2018-01-01,2018-12-31,0,
3486,3486,Technology,Female,Individual Contributor,2.0,2.0,141,47,48,0,2018-01-01,2018-12-31,0,
3487,3487,Technology,Female,Manager,5.0,2.0,192,3,28,0,2018-01-01,2018-02-09,1,2018-02-09 00:00:00
3488,3488,Technology,Male,Individual Contributor,3.0,5.0,191,33,46,0,2018-01-01,2018-12-31,0,
3489,3489,Technology,Female,Manager,1.0,4.0,375,8,35,0,2018-01-01,2018-12-31,0,
3490,3490,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,5.0,2.0,178,36,33,1,2018-01-01,2018-12-31,0,
3491,3491,Technology,Female,Executive,1.0,4.0,7069,5,26,0,2018-01-01,2018-12-31,0,
3492,3492,Account/Client Management,Male,Individual Contributor,3.0,3.0,158,51,44,0,2018-01-01,2018-12-31,0,
3493,3493,Account/Client Management,Female,Individual Contributor,4.0,3.0,106,4,27,0,2018-01-01,2018-12-31,0,
3494,3494,Account/Client Management,Male,Individual Contributor,3.0,1.0,81,6,29,0,2018-01-01,2018-12-31,0,
3495,3495,Technology,Male,Individual Contributor,3.0,1.0,158,2,24,0,2018-01-01,2018-12-31,0,
3496,3496,Technology,Male,Individual Contributor,2.0,2.0,105,37,45,0,2018-01-01,2018-12-31,0,
3497,3497,Technology,Male,Manager,4.0,4.0,314,4,33,1,2018-01-01,2018-12-31,0,
3498,3498,Technology,Male,Manager,3.0,2.0,199,25,52,0,2018-01-01,2018-12-31,0,
3499,3499,Technology,Male,Individual Contributor,3.0,5.0,186,29,46,0,2018-01-01,2018-12-31,0,
3500,3500,Account/Client Management,Male,Individual Contributor,3.0,2.0,136,10,38,0,2018-01-01,2018-12-31,0,
3501,3501,Technology,Male,Individual Contributor,2.0,2.0,68,12,40,0,2018-01-01,2018-12-31,0,
3502,3502,Account/Client Management,Female,Individual Contributor,3.0,3.0,123,22,33,0,2018-01-01,2018-10-17,1,2018-10-17 00:00:00
3503,3503,Technology,Male,Executive,4.0,3.0,7436,24,47,0,2018-01-01,2018-12-31,0,
3504,3504,Technology,Female,Individual Contributor,2.0,2.0,99,35,59,0,2018-01-01,2018-12-31,0,
3505,3505,Account/Client Management,Male,Individual Contributor,3.0,2.0,131,30,53,0,2018-01-01,2018-12-31,0,
3506,3506,Technology,Female,Individual Contributor,4.0,3.0,131,48,53,0,2018-01-01,2018-12-31,0,
3507,3507,Account/Client Management,Male,Individual Contributor,4.0,3.0,135,12,37,0,2018-01-01,2018-12-31,0,
3508,3508,Technology,Female,Senior Leader,4.0,2.0,666,19,23,0,2018-01-01,2018-12-31,0,
3509,3509,Technology,Male,Individual Contributor,2.0,4.0,74,27,49,0,2018-01-01,2018-12-31,0,
3510,3510,"Corporate Admin (HR, Finance, etc)",Male,Manager,3.0,5.0,138,3,30,0,2018-01-01,2018-12-31,0,
3511,3511,Technology,Female,Individual Contributor,4.0,1.0,194,17,42,0,2018-01-01,2018-12-31,0,
