employee_id,department,gender,job_level,performance_rating,engagement,salary_thousands,tenure_years,age_years,promotion_indicator,record_start_date,record_end_date,termination_indicator,termination_date
4310,Account/Client Management,Female,Senior Leader,4,2,525,4,31,0,1/1/2018,12/31/2018,0,
4311,Technology,Male,Manager,3,5,346,9,31,0,1/1/2018,12/31/2018,0,
4312,Technology,Male,Manager,4,4,242,3,31,0,1/1/2018,12/31/2018,0,
4313,Technology,Male,Individual Contributor,3,2,67,31,56,0,1/1/2018,12/31/2018,0,
4314,Account/Client Management,Female,Individual Contributor,4,5,48,11,37,0,1/1/2018,12/31/2018,0,
4315,Account/Client Management,Male,Senior Leader,5,3,697,10,37,0,1/1/2018,12/31/2018,0,
4316,Account/Client Management,Male,Individual Contributor,4,1,145,56,36,0,1/1/2018,12/31/2018,0,
4317,Account/Client Management,Male,Senior Leader,5,2,583,9,24,0,1/1/2018,12/31/2018,0,
4318,Account/Client Management,Female,Senior Leader,3,4,739,8,31,0,1/1/2018,12/31/2018,0,
4319,Technology,Male,Individual Contributor,3,2,160,3,29,1,1/1/2018,12/31/2018,0,
4320,Technology,Male,Individual Contributor,4,2,39,47,30,0,1/1/2018,12/31/2018,0,
4321,Technology,Male,Executive,3,5,5015,3,27,0,1/1/2018,12/31/2018,0,
4322,Technology,Male,Manager,4,2,292,9,35,0,1/1/2018,8/30/2018,1,8/30/2018 0:00
4323,Account/Client Management,Female,Individual Contributor,4,5,170,2,28,0,1/1/2018,12/31/2018,0,
4324,"Corporate Admin (HR, Finance, etc)",Female,Manager,1,4,388,3,25,0,1/1/2018,2/6/2018,1,2/6/2018 0:00
4325,Technology,Male,Individual Contributor,2,1,66,35,21,0,1/1/2018,12/31/2018,0,
4326,Account/Client Management,Male,Executive,4,5,2583,19,42,0,1/1/2018,12/31/2018,0,
4327,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3,2,186,11,26,0,1/1/2018,12/31/2018,0,
4328,Account/Client Management,Female,Individual Contributor,3,2,90,10,25,0,1/1/2018,9/24/2018,1,9/24/2018 0:00
4329,Technology,Male,Individual Contributor,5,4,187,8,29,0,1/1/2018,12/31/2018,0,
4330,Technology,Male,Individual Contributor,4,3,109,8,34,0,1/1/2018,12/31/2018,0,
4331,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,4,5,956,36,50,0,1/1/2018,12/31/2018,0,
4332,Technology,Female,Individual Contributor,2,1,120,5,33,0,1/1/2018,12/31/2018,0,
4333,Technology,Male,Senior Leader,4,4,1167,3,27,0,1/1/2018,12/31/2018,0,
4334,Technology,Male,Individual Contributor,4,4,160,32,34,0,1/1/2018,12/31/2018,0,
4335,Technology,Male,Individual Contributor,3,3,72,51,39,0,1/1/2018,12/31/2018,0,
4336,Technology,Female,Individual Contributor,3,5,144,1,27,0,1/1/2018,12/31/2018,0,
4337,Account/Client Management,Male,Individual Contributor,2,4,155,2,27,0,1/1/2018,12/31/2018,0,
4338,Technology,Female,Senior Leader,3,4,555,28,33,0,1/1/2018,12/31/2018,0,
4339,Technology,Male,Individual Contributor,4,2,141,58,27,0,1/1/2018,12/31/2018,0,
4340,Account/Client Management,Female,Individual Contributor,4,5,123,14,32,1,1/1/2018,12/31/2018,0,
4341,Technology,Female,Manager,4,2,437,8,29,0,1/1/2018,12/31/2018,0,
4342,Technology,Male,Individual Contributor,3,2,127,13,39,0,1/1/2018,1/31/2018,1,1/31/2018 0:00
4343,Technology,Female,Individual Contributor,4,1,192,33,44,0,1/1/2018,7/25/2018,1,7/25/2018 0:00
4344,Technology,Female,Senior Leader,4,4,881,36,51,0,1/1/2018,12/31/2018,0,
4345,Technology,Male,Individual Contributor,5,5,115,9,31,1,1/1/2018,12/31/2018,0,
4346,Account/Client Management,Male,Individual Contributor,3,2,99,50,61,0,1/1/2018,12/31/2018,0,
4347,Technology,Male,Individual Contributor,3,2,188,50,24,0,1/1/2018,12/17/2018,1,12/17/2018 0:00
4348,Technology,Female,Individual Contributor,4,3,127,5,29,1,1/1/2018,12/31/2018,0,
4349,Technology,Female,Senior Leader,3,5,706,4,29,0,1/1/2018,12/31/2018,0,
4350,Technology,Male,Individual Contributor,3,5,182,7,35,0,1/1/2018,12/31/2018,0,
4351,Technology,Male,Individual Contributor,4,2,169,1,28,0,1/1/2018,12/31/2018,0,
4352,Account/Client Management,Female,Individual Contributor,5,2,91,49,52,0,1/1/2018,12/21/2018,1,12/21/2018 0:00
4353,Technology,Female,Executive,4,5,10514,16,29,0,1/1/2018,12/31/2018,0,
4354,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,4,3,940,16,40,0,1/1/2018,12/31/2018,0,
4355,Technology,Male,Individual Contributor,3,5,99,1,21,0,1/1/2018,10/7/2018,1,10/7/2018 0:00
4356,Technology,Male,Individual Contributor,4,1,112,46,41,1,1/1/2018,12/31/2018,0,
4357,Account/Client Management,Female,Senior Leader,4,1,814,45,48,0,1/1/2018,11/10/2018,1,11/10/2018 0:00
4358,Account/Client Management,Male,Senior Leader,3,5,865,2,23,0,1/1/2018,12/31/2018,0,
4359,Technology,Male,Individual Contributor,3,1,163,30,23,0,1/1/2018,12/31/2018,0,
4360,Technology,Female,Manager,2,4,216,6,31,0,1/1/2018,12/31/2018,0,
4361,Account/Client Management,Male,Individual Contributor,2,3,94,6,31,0,1/1/2018,12/31/2018,0,
4362,Technology,Male,Individual Contributor,2,3,77,8,31,0,1/1/2018,8/29/2018,1,8/29/2018 0:00
4363,Technology,Male,Individual Contributor,1,1,137,32,34,0,1/1/2018,12/31/2018,0,
4364,Account/Client Management,Female,Senior Leader,3,3,742,34,27,0,1/1/2018,12/31/2018,0,
4365,Technology,Female,Individual Contributor,4,2,75,14,28,0,1/1/2018,10/27/2018,1,10/27/2018 0:00
4366,Account/Client Management,Male,Manager,5,5,120,9,32,0,1/1/2018,12/31/2018,0,
4367,Technology,Male,Executive,4,5,9257,9,35,0,1/1/2018,12/31/2018,0,
4368,"Corporate Admin (HR, Finance, etc)",Female,Manager,5,4,240,13,38,0,1/1/2018,12/31/2018,0,
4369,Technology,Female,Individual Contributor,3,1,79,28,48,0,1/1/2018,12/31/2018,0,
4370,Technology,Male,Senior Leader,4,3,523,7,29,0,1/1/2018,10/22/2018,1,10/22/2018 0:00
4371,Technology,Male,Executive,3,3,8502,22,34,0,1/1/2018,12/31/2018,0,
4372,Technology,Male,Manager,5,5,324,4,30,0,1/1/2018,2/22/2018,1,2/22/2018 0:00
4373,"Corporate Admin (HR, Finance, etc)",Female,Executive,4,2,8261,5,31,0,1/1/2018,12/31/2018,0,
4374,Account/Client Management,Male,Individual Contributor,4,4,164,31,60,0,1/1/2018,12/31/2018,0,
4375,Technology,Female,Individual Contributor,5,3,180,34,45,0,1/1/2018,12/7/2018,1,12/7/2018 0:00
4376,Account/Client Management,Female,Senior Leader,4,4,793,5,27,0,1/1/2018,12/31/2018,0,
4377,Technology,Male,Individual Contributor,3,2,182,50,38,0,1/1/2018,12/31/2018,0,
4378,Technology,Male,Individual Contributor,4,2,68,32,37,0,1/1/2018,12/31/2018,0,
4379,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3,5,184,14,41,0,1/1/2018,12/31/2018,0,
4380,Technology,Male,Individual Contributor,3,1,184,23,47,0,1/1/2018,12/31/2018,0,
4381,Technology,Male,Individual Contributor,4,2,105,28,26,0,1/1/2018,12/31/2018,0,
4382,Account/Client Management,Female,Manager,4,2,290,3,21,0,1/1/2018,1/25/2018,1,1/25/2018 0:00
4383,Technology,Male,Executive,4,5,9183,12,33,0,1/1/2018,12/31/2018,0,
4384,Technology,Male,Manager,4,4,363,1,28,0,1/1/2018,12/31/2018,0,
4385,Account/Client Management,Female,Manager,4,4,266,15,40,0,1/1/2018,12/31/2018,0,
4386,Technology,Female,Individual Contributor,4,2,147,10,30,1,1/1/2018,12/31/2018,0,
4387,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,2,3,779,13,26,0,1/1/2018,9/24/2018,1,9/24/2018 0:00
4388,Technology,Male,Executive,5,5,4276,39,57,0,1/1/2018,4/11/2018,1,4/11/2018 0:00
4389,Account/Client Management,Male,Individual Contributor,4,4,38,9,24,0,1/1/2018,12/31/2018,0,
4390,"Corporate Admin (HR, Finance, etc)",Male,Executive,5,4,1324,22,37,0,1/1/2018,12/31/2018,0,
4391,Technology,Male,Manager,5,4,333,9,36,1,1/1/2018,12/31/2018,0,
4392,Account/Client Management,Male,Individual Contributor,3,4,180,8,36,0,1/1/2018,12/31/2018,0,
4393,"Corporate Admin (HR, Finance, etc)",Female,Manager,3,4,325,22,31,0,1/1/2018,12/31/2018,0,
4394,Account/Client Management,Female,Manager,4,3,247,22,41,0,1/1/2018,12/23/2018,1,12/23/2018 0:00
4395,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,2,4,69,17,33,1,1/1/2018,12/31/2018,0,
4396,Technology,Male,Individual Contributor,4,1,169,33,41,0,1/1/2018,12/31/2018,0,
4397,Technology,Male,Individual Contributor,2,5,166,9,34,0,1/1/2018,12/31/2018,0,
4398,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,2,2,84,3,25,0,1/1/2018,3/2/2018,1,3/2/2018 0:00
4399,Technology,Male,Manager,3,3,412,6,22,0,1/1/2018,12/31/2018,0,
4400,Account/Client Management,Male,Senior Leader,5,5,588,18,47,0,1/1/2018,12/31/2018,0,
4401,Technology,Female,Individual Contributor,4,2,162,13,39,0,1/1/2018,11/20/2018,1,11/20/2018 0:00
4402,Account/Client Management,Male,Manager,5,3,414,14,39,0,1/1/2018,12/31/2018,0,
4403,Technology,Male,Manager,4,3,297,4,26,0,1/1/2018,12/31/2018,0,
4404,Technology,Female,Individual Contributor,5,2,178,8,31,0,1/1/2018,7/29/2018,1,7/29/2018 0:00
4405,Account/Client Management,Male,Individual Contributor,1,1,97,8,34,0,1/1/2018,6/9/2018,1,6/9/2018 0:00
4406,Technology,Male,Individual Contributor,5,3,71,28,46,1,1/1/2018,12/31/2018,0,
4407,Technology,Female,Individual Contributor,2,1,155,16,43,0,1/1/2018,1/21/2018,1,1/21/2018 0:00
4408,Technology,Male,Manager,4,2,105,7,28,0,1/1/2018,12/31/2018,0,
4409,Technology,Male,Individual Contributor,2,4,154,9,28,0,1/1/2018,1/7/2018,1,1/7/2018 0:00
4410,Account/Client Management,Female,Senior Leader,2,3,885,16,43,0,1/1/2018,12/31/2018,0,
4411,Technology,Female,Individual Contributor,4,3,107,35,49,0,1/1/2018,12/31/2018,0,
4412,Technology,Female,Individual Contributor,4,4,80,23,32,1,1/1/2018,12/31/2018,0,
4413,Technology,Male,Manager,5,2,278,2,30,0,1/1/2018,12/31/2018,0,
4414,Technology,Male,Individual Contributor,4,2,169,5,24,1,1/1/2018,12/31/2018,0,
4415,Technology,Male,Individual Contributor,5,4,140,59,29,0,1/1/2018,12/31/2018,0,
4416,Account/Client Management,Male,Senior Leader,4,3,619,4,27,0,1/1/2018,12/31/2018,0,
4417,Account/Client Management,Male,Individual Contributor,3,4,88,26,27,0,1/1/2018,12/31/2018,0,
4418,Account/Client Management,Female,Executive,4,4,7478,23,33,0,1/1/2018,12/31/2018,0,
4419,Account/Client Management,Male,Manager,3,5,245,7,21,0,1/1/2018,12/31/2018,0,
4420,Technology,Male,Manager,5,4,152,18,34,0,1/1/2018,12/31/2018,0,
4421,Technology,Male,Individual Contributor,4,4,86,29,54,0,1/1/2018,12/31/2018,0,
4422,Account/Client Management,Male,Senior Leader,4,4,537,2,23,0,1/1/2018,12/31/2018,0,
4423,Technology,Male,Individual Contributor,3,1,125,57,43,0,1/1/2018,12/31/2018,0,
4424,Technology,Male,Individual Contributor,3,2,72,1,25,0,1/1/2018,12/31/2018,0,
4425,Account/Client Management,Male,Individual Contributor,3,3,38,26,50,0,1/1/2018,12/31/2018,0,
4426,Technology,Female,Executive,4,3,6016,36,25,0,1/1/2018,12/31/2018,0,
4427,Technology,Male,Manager,4,4,333,12,25,0,1/1/2018,12/31/2018,0,
4428,Account/Client Management,Female,Manager,1,5,270,4,21,0,1/1/2018,6/27/2018,1,6/27/2018 0:00
4429,Technology,Male,Manager,4,5,248,9,25,0,1/1/2018,12/31/2018,0,
4430,Technology,Male,Individual Contributor,3,4,99,1,26,0,1/1/2018,12/31/2018,0,
4431,Account/Client Management,Male,Manager,5,2,254,12,30,1,1/1/2018,12/31/2018,0,
4432,Technology,Female,Individual Contributor,4,2,176,20,25,0,1/1/2018,8/3/2018,1,8/3/2018 0:00
4433,Technology,Male,Individual Contributor,1,2,65,11,36,0,1/1/2018,10/24/2018,1,10/24/2018 0:00
4434,Technology,Female,Individual Contributor,3,3,128,4,31,0,1/1/2018,12/31/2018,0,
4435,"Corporate Admin (HR, Finance, etc)",Male,Manager,3,2,441,21,46,0,1/1/2018,12/31/2018,0,
4436,Technology,Female,Individual Contributor,4,4,81,8,36,0,1/1/2018,12/31/2018,0,
4437,Technology,Male,Individual Contributor,5,4,161,9,26,0,1/1/2018,12/31/2018,0,
4438,Technology,Male,Manager,3,4,329,6,35,0,1/1/2018,12/31/2018,0,
4439,Technology,Male,Manager,5,2,352,3,24,0,1/1/2018,6/4/2018,1,6/4/2018 0:00
4440,Technology,Male,Executive,4,5,8951,10,30,0,1/1/2018,12/31/2018,0,
4441,Account/Client Management,Male,Senior Leader,5,3,523,41,28,0,1/1/2018,12/31/2018,0,
4442,Technology,Male,Individual Contributor,1,2,120,8,33,0,1/1/2018,9/29/2018,1,9/29/2018 0:00
4443,Account/Client Management,Female,Individual Contributor,4,4,137,10,22,0,1/1/2018,12/31/2018,0,
4444,Account/Client Management,Male,Manager,3,5,340,15,36,0,1/1/2018,12/31/2018,0,
4445,Account/Client Management,Female,Manager,5,4,261,7,28,0,1/1/2018,12/31/2018,0,
4446,Account/Client Management,Male,Individual Contributor,4,2,131,42,56,0,1/1/2018,6/4/2018,1,6/4/2018 0:00
4447,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4,1,168,42,37,0,1/1/2018,12/31/2018,0,
4448,Account/Client Management,Male,Senior Leader,4,5,641,1,22,0,1/1/2018,12/31/2018,0,
4449,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4,3,183,11,24,0,1/1/2018,12/28/2018,1,12/28/2018 0:00
4450,Technology,Male,Senior Leader,3,4,716,11,37,0,1/1/2018,12/31/2018,0,
4451,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4,4,39,5,28,0,1/1/2018,12/31/2018,0,
4452,Technology,Male,Executive,2,5,9378,15,37,0,1/1/2018,12/31/2018,0,
4453,Technology,Female,Manager,3,2,124,8,29,0,1/1/2018,5/21/2018,1,5/21/2018 0:00
4454,Technology,Female,Senior Leader,2,3,747,16,36,0,1/1/2018,12/31/2018,0,
4455,Technology,Male,Manager,3,1,205,3,24,0,1/1/2018,12/31/2018,0,
4456,Account/Client Management,Male,Executive,4,3,5338,7,32,0,1/1/2018,11/18/2018,1,11/18/2018 0:00
4457,"Corporate Admin (HR, Finance, etc)",Male,Manager,3,4,130,1,23,0,1/1/2018,10/4/2018,1,10/4/2018 0:00
4458,Technology,Male,Individual Contributor,3,2,92,30,59,0,1/1/2018,12/31/2018,0,
4459,Account/Client Management,Female,Individual Contributor,4,2,138,6,32,0,1/1/2018,12/31/2018,0,
4460,Technology,Male,Individual Contributor,2,5,113,37,41,0,1/1/2018,12/31/2018,0,
4461,Technology,Female,Individual Contributor,3,2,131,44,49,0,1/1/2018,12/31/2018,0,
4462,Technology,Female,Senior Leader,2,4,684,17,42,0,1/1/2018,7/18/2018,1,7/18/2018 0:00
4463,Technology,Male,Individual Contributor,3,3,199,20,30,0,1/1/2018,12/31/2018,0,
4464,Technology,Female,Executive,5,4,5636,8,23,0,1/1/2018,12/31/2018,0,
4465,Account/Client Management,Female,Manager,2,1,124,5,30,0,1/1/2018,12/31/2018,0,
4466,Technology,Female,Individual Contributor,5,3,67,31,43,0,1/1/2018,12/31/2018,0,
4467,"Corporate Admin (HR, Finance, etc)",Female,Manager,5,5,318,7,29,0,1/1/2018,12/31/2018,0,
4468,Technology,Male,Individual Contributor,4,2,125,3,24,0,1/1/2018,12/31/2018,0,
4469,Technology,Male,Individual Contributor,4,4,69,12,39,0,1/1/2018,12/31/2018,0,
4470,Technology,Female,Manager,4,5,320,15,37,0,1/1/2018,12/31/2018,0,
4471,Technology,Male,Executive,4,3,4684,20,44,0,1/1/2018,12/31/2018,0,
4472,Technology,Female,Individual Contributor,3,5,109,10,23,0,1/1/2018,2/28/2018,1,2/28/2018 0:00
4473,Technology,Female,Manager,4,4,296,27,29,0,1/1/2018,12/31/2018,0,
4474,Technology,Female,Individual Contributor,3,2,138,8,33,0,1/1/2018,11/19/2018,1,11/19/2018 0:00
4475,Account/Client Management,Male,Individual Contributor,5,2,187,3,26,0,1/1/2018,3/30/2018,1,3/30/2018 0:00
4476,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,4,5,825,16,43,0,1/1/2018,12/31/2018,0,
4477,Technology,Male,Manager,3,2,315,2,24,0,1/1/2018,3/5/2018,1,3/5/2018 0:00
4478,Technology,Female,Executive,3,4,1323,19,47,0,1/1/2018,12/31/2018,0,
4479,Account/Client Management,Female,Individual Contributor,4,3,94,6,31,0,1/1/2018,12/31/2018,0,
4480,Account/Client Management,Female,Individual Contributor,3,4,79,19,31,0,1/1/2018,12/31/2018,0,
4481,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,2,1,182,52,54,0,1/1/2018,2/19/2018,1,2/19/2018 0:00
4482,Technology,Male,Individual Contributor,3,3,94,2,31,0,1/1/2018,2/22/2018,1,2/22/2018 0:00
4483,Technology,Female,Individual Contributor,3,2,65,14,26,0,1/1/2018,1/16/2018,1,1/16/2018 0:00
4484,Technology,Male,Individual Contributor,2,4,125,44,27,0,1/1/2018,12/31/2018,0,
4485,Account/Client Management,Female,Manager,4,3,139,17,46,0,1/1/2018,12/31/2018,0,
4486,Technology,Male,Individual Contributor,4,3,114,9,32,0,1/1/2018,12/31/2018,0,
4487,Technology,Male,Individual Contributor,4,2,132,11,35,1,1/1/2018,12/31/2018,0,
4488,Technology,Male,Individual Contributor,3,2,132,16,37,0,1/1/2018,4/11/2018,1,4/11/2018 0:00
4489,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,2,3,908,3,27,0,1/1/2018,12/31/2018,0,
4490,Account/Client Management,Male,Senior Leader,4,5,927,13,41,0,1/1/2018,12/31/2018,0,
4491,Account/Client Management,Male,Individual Contributor,5,1,94,58,58,1,1/1/2018,12/31/2018,0,
4492,Technology,Male,Manager,3,5,390,20,41,0,1/1/2018,12/31/2018,0,
4493,Technology,Male,Individual Contributor,2,5,190,7,28,0,1/1/2018,12/31/2018,0,
4494,Technology,Female,Individual Contributor,3,5,140,32,59,0,1/1/2018,12/31/2018,0,
4495,Technology,Male,Individual Contributor,4,3,181,58,58,0,1/1/2018,12/31/2018,0,
4496,Technology,Female,Senior Leader,4,4,939,10,39,0,1/1/2018,12/31/2018,0,
4497,Technology,Male,Individual Contributor,4,5,183,8,31,0,1/1/2018,12/31/2018,0,
4498,Account/Client Management,Male,Individual Contributor,3,4,82,54,23,0,1/1/2018,12/31/2018,0,
4499,Account/Client Management,Female,Individual Contributor,4,4,198,11,40,0,1/1/2018,12/31/2018,0,
4500,Account/Client Management,Female,Manager,3,2,215,15,29,0,1/1/2018,12/31/2018,0,
4501,Account/Client Management,Male,Senior Leader,5,2,896,6,27,1,1/1/2018,12/31/2018,0,
4502,Technology,Male,Individual Contributor,4,3,166,23,25,0,1/1/2018,12/31/2018,0,
4503,Technology,Female,Manager,2,4,329,4,31,0,1/1/2018,12/31/2018,0,
4504,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3,2,157,54,58,0,1/1/2018,12/31/2018,0,
4505,Technology,Male,Manager,4,5,259,3,29,1,1/1/2018,12/31/2018,0,
4506,Technology,Male,Individual Contributor,3,3,118,43,41,0,1/1/2018,12/31/2018,0,
4507,Technology,Male,Senior Leader,5,3,928,13,42,0,1/1/2018,9/3/2018,1,9/3/2018 0:00
4508,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,5,1,48,31,39,0,1/1/2018,12/31/2018,0,
4509,Account/Client Management,Male,Executive,3,5,1693,14,43,0,1/1/2018,12/31/2018,0,
4510,Account/Client Management,Male,Individual Contributor,5,1,182,45,32,0,1/1/2018,12/31/2018,0,
4511,Technology,Male,Individual Contributor,5,3,144,20,49,1,1/1/2018,12/31/2018,0,
4512,Technology,Male,Manager,5,3,286,4,33,0,1/1/2018,12/31/2018,0,
4513,Technology,Female,Individual Contributor,3,2,119,26,45,0,1/1/2018,8/8/2018,1,8/8/2018 0:00
4514,Technology,Male,Individual Contributor,3,3,86,36,61,0,1/1/2018,12/31/2018,0,
4515,Account/Client Management,Male,Manager,3,4,140,7,35,0,1/1/2018,12/31/2018,0,
4516,Account/Client Management,Male,Individual Contributor,4,4,137,10,25,0,1/1/2018,12/31/2018,0,
4517,Technology,Female,Individual Contributor,3,3,157,43,63,0,1/1/2018,12/31/2018,0,
4518,Account/Client Management,Male,Senior Leader,5,5,818,16,34,0,1/1/2018,12/31/2018,0,
4519,Account/Client Management,Female,Manager,1,5,325,9,32,0,1/1/2018,12/31/2018,0,
4520,Account/Client Management,Male,Individual Contributor,3,1,129,2,28,0,1/1/2018,5/28/2018,1,5/28/2018 0:00
4521,Technology,Male,Individual Contributor,4,3,35,9,36,0,1/1/2018,12/31/2018,0,
4522,Account/Client Management,Female,Senior Leader,4,4,955,12,21,0,1/1/2018,12/31/2018,0,
4523,Technology,Male,Individual Contributor,2,2,57,33,40,0,1/1/2018,4/27/2018,1,4/27/2018 0:00
4524,Technology,Female,Individual Contributor,4,3,168,39,34,0,1/1/2018,12/31/2018,0,
4525,Account/Client Management,Female,Individual Contributor,5,3,86,59,43,1,1/1/2018,12/31/2018,0,
4526,Account/Client Management,Male,Senior Leader,4,4,780,13,41,0,1/1/2018,12/31/2018,0,
4527,Account/Client Management,Male,Individual Contributor,4,2,69,14,26,0,1/1/2018,12/31/2018,0,
4528,Account/Client Management,Female,Manager,2,2,446,9,30,0,1/1/2018,12/31/2018,0,
4529,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,5,3,153,3,28,0,1/1/2018,12/31/2018,0,
4530,Technology,Female,Executive,4,5,8064,12,33,0,1/1/2018,12/31/2018,0,
4531,Technology,Male,Senior Leader,4,4,1043,12,33,0,1/1/2018,12/31/2018,0,
4532,Technology,Female,Individual Contributor,3,1,70,10,35,0,1/1/2018,4/11/2018,1,4/11/2018 0:00
4533,Account/Client Management,Female,Individual Contributor,3,1,63,5,24,0,1/1/2018,1/23/2018,1,1/23/2018 0:00
4534,Technology,Female,Individual Contributor,4,1,140,33,58,1,1/1/2018,12/31/2018,0,
4535,Technology,Female,Individual Contributor,4,3,155,6,26,1,1/1/2018,12/31/2018,0,
4536,Technology,Female,Executive,5,3,11798,9,35,0,1/1/2018,12/31/2018,0,
4537,Technology,Female,Executive,4,5,4008,21,46,0,1/1/2018,12/31/2018,0,
4538,Technology,Female,Individual Contributor,4,5,107,5,31,0,1/1/2018,12/31/2018,0,
4539,Technology,Female,Individual Contributor,5,2,134,18,42,0,1/1/2018,12/31/2018,0,
4540,Technology,Female,Individual Contributor,4,2,158,37,46,0,1/1/2018,11/18/2018,1,11/18/2018 0:00
4541,Account/Client Management,Male,Manager,5,3,143,9,33,0,1/1/2018,12/31/2018,0,
4542,Technology,Female,Manager,3,2,297,27,50,0,1/1/2018,6/23/2018,1,6/23/2018 0:00
4543,Account/Client Management,Male,Individual Contributor,2,3,171,21,38,0,1/1/2018,10/22/2018,1,10/22/2018 0:00
4544,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4,5,196,3,24,0,1/1/2018,12/31/2018,0,
4545,Technology,Male,Senior Leader,5,2,504,43,62,0,1/1/2018,12/31/2018,0,
4546,Technology,Male,Individual Contributor,5,5,157,33,62,0,1/1/2018,12/31/2018,0,
4547,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3,4,69,11,32,0,1/1/2018,12/31/2018,0,
4548,Account/Client Management,Male,Individual Contributor,1,2,84,43,38,0,1/1/2018,12/31/2018,0,
4549,Technology,Male,Individual Contributor,3,2,37,33,52,0,1/1/2018,2/9/2018,1,2/9/2018 0:00
4550,Technology,Male,Executive,4,4,4666,29,48,0,1/1/2018,12/31/2018,0,
4551,Account/Client Management,Male,Senior Leader,4,4,585,12,33,0,1/1/2018,12/31/2018,0,
4552,Technology,Male,Individual Contributor,4,4,130,20,25,1,1/1/2018,12/31/2018,0,
4553,Technology,Male,Manager,2,4,235,2,24,0,1/1/2018,12/31/2018,0,
4554,Technology,Female,Executive,4,5,5654,9,34,0,1/1/2018,12/31/2018,0,
4555,Technology,Female,Senior Leader,5,5,896,28,56,0,1/1/2018,12/31/2018,0,
4556,Technology,Male,Executive,5,5,1091,6,32,1,1/1/2018,12/31/2018,0,
4557,Account/Client Management,Male,Manager,3,4,293,3,24,0,1/1/2018,12/31/2018,0,
4558,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,3,5,599,49,45,0,1/1/2018,12/31/2018,0,
4559,Technology,Male,Individual Contributor,1,5,147,52,26,0,1/1/2018,12/31/2018,0,
4560,Technology,Male,Individual Contributor,4,1,108,46,21,1,1/1/2018,12/31/2018,0,
4561,Account/Client Management,Male,Manager,4,4,118,16,43,0,1/1/2018,12/31/2018,0,
4562,Technology,Male,Executive,5,2,2088,2,30,0,1/1/2018,12/31/2018,0,
4563,Technology,Female,Individual Contributor,3,1,124,7,33,0,1/1/2018,9/25/2018,1,9/25/2018 0:00
4564,Technology,Female,Manager,3,4,310,27,48,0,1/1/2018,12/31/2018,0,
4565,Account/Client Management,Male,Individual Contributor,1,4,50,33,54,0,1/1/2018,11/2/2018,1,11/2/2018 0:00
4566,Account/Client Management,Female,Senior Leader,5,3,838,44,51,0,1/1/2018,6/26/2018,1,6/26/2018 0:00
4567,"Corporate Admin (HR, Finance, etc)",Male,Manager,4,5,279,5,34,0,1/1/2018,12/31/2018,0,
4568,Account/Client Management,Female,Senior Leader,4,4,1403,12,38,0,1/1/2018,12/31/2018,0,
4569,Account/Client Management,Male,Individual Contributor,4,3,114,36,22,0,1/1/2018,12/31/2018,0,
4570,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,5,3,93,25,52,1,1/1/2018,12/31/2018,0,
4571,Account/Client Management,Male,Individual Contributor,2,2,40,14,35,0,1/1/2018,12/31/2018,0,
4572,"Corporate Admin (HR, Finance, etc)",Female,Manager,3,4,410,22,21,0,1/1/2018,12/31/2018,0,
4573,"Corporate Admin (HR, Finance, etc)",Male,Manager,3,5,150,6,33,0,1/1/2018,12/31/2018,0,
4574,Account/Client Management,Female,Individual Contributor,4,4,121,37,40,0,1/1/2018,12/31/2018,0,
4575,Technology,Male,Individual Contributor,4,5,155,14,35,0,1/1/2018,12/31/2018,0,
4576,Technology,Male,Manager,4,2,431,2,23,0,1/1/2018,12/31/2018,0,
4577,Technology,Male,Manager,5,4,416,25,24,0,1/1/2018,12/31/2018,0,
4578,Technology,Male,Individual Contributor,3,1,164,5,33,0,1/1/2018,8/25/2018,1,8/25/2018 0:00
4579,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,5,3,934,25,35,0,1/1/2018,12/31/2018,0,
4580,Technology,Male,Individual Contributor,3,5,190,14,35,0,1/1/2018,12/31/2018,0,
4581,Technology,Male,Individual Contributor,5,3,127,8,34,1,1/1/2018,12/31/2018,0,
4582,Technology,Female,Individual Contributor,2,3,85,13,38,0,1/1/2018,12/31/2018,0,
